Customer ID	Full Name	Date of Purchase	Age	State	MTN Device	Gender	Satisfaction Rate	Customer Review	Customer Tenure in months	Subscription Plan	 Unit Price 	Number of Times Purchased	 Total Revenue 	Data Usage (gb)	Customer Churn Status	Reasons for Churn
CUST0159	Kunle Nielsen	3/25/25	29	Adamawa	Mobile SIM Card	Male	2	Fair	24	7GB Monthly Plan	" ?3,500 "	20	" ?70,000 "	119.6	No	
CUST0159	Kunle Nielsen	3/25/25	29	Adamawa	5G Broadband Router	Male	2	Fair	24	450GB 3-Month Broadband Plan	" ?75,000 "	12	" ?900,000 "	117.61	No	
CUST0160	Oghene Diaz	1/25/25	74	Enugu	5G Broadband Router	Female	2	Fair	59	150GB FUP Monthly Unlimited	" ?20,000 "	5	" ?100,000 "	37.02	No	
CUST0161	Michael Wilson	2/25/25	65	Kogi	4G Router	Male	4	Very Good	37	165GB Monthly Plan	" ?35,000 "	6	" ?210,000 "	58.12	Yes	High Call Tarriffs
CUST0161	Michael Wilson	2/25/25	65	Kogi	5G Broadband Router	Male	4	Very Good	37	200GB Monthly Broadband Plan	" ?25,000 "	20	" ?500,000 "	168.48	Yes	High Call Tarriffs
CUST0161	Michael Wilson	2/25/25	65	Kogi	Broadband MiFi	Male	4	Very Good	37	30GB Monthly Broadband Plan	" ?9,000 "	1	" ?9,000 "	173.17	Yes	High Call Tarriffs
CUST0162	Grace Gallegos	2/25/25	33	Benue	Mobile SIM Card	Female	4	Very Good	36	1.5GB 2-Day Plan	 ?600 	1	 ?600 	16.99	No	
CUST0162	Grace Gallegos	2/25/25	33	Benue	4G Router	Female	4	Very Good	36	10GB+10mins Monthly Plan	" ?4,500 "	9	" ?40,500 "	58.77	No	
CUST0163	Nura Jackson	2/25/25	52	Abuja (FCT)	Broadband MiFi	Female	5	Excellent	37	120GB Monthly Broadband Plan	" ?24,000 "	2	" ?48,000 "	164.61	No	
CUST0163	Nura Jackson	2/25/25	52	Abuja (FCT)	4G Router	Female	5	Excellent	37	165GB Monthly Plan	" ?35,000 "	14	" ?490,000 "	109.5	No	
CUST0163	Nura Jackson	2/25/25	52	Abuja (FCT)	5G Broadband Router	Female	5	Excellent	37	150GB FUP Monthly Unlimited	" ?20,000 "	8	" ?160,000 "	147.33	No	
CUST0164	Maryam Diaz	1/25/25	20	Nasarawa	Mobile SIM Card	Female	4	Very Good	23	10GB+10mins Monthly Plan	" ?4,500 "	19	" ?85,500 "	162.24	No	
CUST0165	Oghene Allison	2/25/25	70	Abuja (FCT)	5G Broadband Router	Male	2	Fair	51	300GB FUP Monthly Unlimited	" ?30,000 "	10	" ?300,000 "	65.07	No	
CUST0165	Oghene Allison	2/25/25	70	Abuja (FCT)	Mobile SIM Card	Male	2	Fair	51	1GB+1.5mins Daily Plan	 ?500 	17	" ?8,500 "	114.76	No	
CUST0165	Oghene Allison	2/25/25	70	Abuja (FCT)	4G Router	Male	2	Fair	51	65GB Monthly Plan	" ?16,000 "	14	" ?224,000 "	27.55	No	
CUST0166	Sade Suarez	2/25/25	51	Borno	Mobile SIM Card	Male	3	Good	16	1GB+1.5mins Daily Plan	 ?500 	13	" ?6,500 "	125.75	No	
CUST0166	Sade Suarez	2/25/25	51	Borno	4G Router	Male	3	Good	16	165GB Monthly Plan	" ?35,000 "	3	" ?105,000 "	15.57	No	
CUST0166	Sade Suarez	2/25/25	51	Borno	Broadband MiFi	Male	3	Good	16	60GB Monthly Broadband Plan	" ?14,500 "	9	" ?130,500 "	103.36	No	
CUST0167	Ejiro Thomas	1/25/25	74	Yobe	5G Broadband Router	Female	1	Poor	38	450GB 3-Month Broadband Plan	" ?75,000 "	14	" ?1,050,000 "	43.96	No	
CUST0167	Ejiro Thomas	1/25/25	74	Yobe	Broadband MiFi	Female	1	Poor	38	150GB FUP Monthly Unlimited	" ?20,000 "	11	" ?220,000 "	99.2	No	
CUST0168	Abubakar Weiss	3/25/25	59	Borno	Broadband MiFi	Female	1	Poor	51	150GB FUP Monthly Unlimited	" ?20,000 "	1	" ?20,000 "	88.54	Yes	High Call Tarriffs
CUST0168	Abubakar Weiss	3/25/25	59	Borno	Mobile SIM Card	Female	1	Poor	51	20GB Monthly Plan	" ?7,500 "	5	" ?37,500 "	40.86	Yes	High Call Tarriffs
CUST0169	Maryam Dean	3/25/25	36	Akwa Ibom	4G Router	Male	3	Good	42	25GB Monthly Plan	" ?9,000 "	8	" ?72,000 "	145.33	Yes	High Call Tarriffs
CUST0169	Maryam Dean	3/25/25	36	Akwa Ibom	Broadband MiFi	Male	3	Good	42	60GB Monthly Broadband Plan	" ?14,500 "	4	" ?58,000 "	131.27	Yes	High Call Tarriffs
CUST0169	Maryam Dean	3/25/25	36	Akwa Ibom	Mobile SIM Card	Male	3	Good	42	2.5GB 2-Day Plan	 ?900 	3	" ?2,700 "	43.08	Yes	High Call Tarriffs
CUST0170	Amaka Whitaker	1/25/25	44	Bauchi	4G Router	Female	3	Good	1	65GB Monthly Plan	" ?16,000 "	3	" ?48,000 "	46.17	No	
CUST0170	Amaka Whitaker	1/25/25	44	Bauchi	Mobile SIM Card	Female	3	Good	1	3.2GB 2-Day Plan	" ?1,000 "	12	" ?12,000 "	21.09	No	
CUST0171	Maryam Dixon	2/25/25	33	Jigawa	4G Router	Male	1	Poor	42	165GB Monthly Plan	" ?35,000 "	7	" ?245,000 "	70.56	No	
CUST0172	Obinna Miller	1/25/25	68	Nasarawa	Mobile SIM Card	Male	2	Fair	6	7GB Monthly Plan	" ?3,500 "	8	" ?28,000 "	158.32	No	
CUST0172	Obinna Miller	1/25/25	68	Nasarawa	4G Router	Male	2	Fair	6	25GB Monthly Plan	" ?9,000 "	8	" ?72,000 "	129.1	No	
CUST0172	Obinna Miller	1/25/25	68	Nasarawa	5G Broadband Router	Male	2	Fair	6	120GB Monthly Broadband Plan	" ?24,000 "	1	" ?24,000 "	155.9	No	
CUST0173	Maryam Soto	2/25/25	42	Bauchi	Mobile SIM Card	Male	3	Good	48	20GB Monthly Plan	" ?7,500 "	16	" ?120,000 "	22.99	No	
CUST0174	Kunle Jones	2/25/25	17	Gombe	4G Router	Female	5	Excellent	9	10GB+10mins Monthly Plan	" ?4,500 "	1	" ?4,500 "	117.68	No	
CUST0174	Kunle Jones	2/25/25	17	Gombe	Mobile SIM Card	Female	5	Excellent	9	1GB+1.5mins Daily Plan	 ?500 	2	" ?1,000 "	43.54	No	
CUST0175	Tamuno Patton	2/25/25	80	Cross River	Mobile SIM Card	Female	1	Poor	28	25GB Monthly Plan	" ?9,000 "	7	" ?63,000 "	16.26	No	
CUST0175	Tamuno Patton	2/25/25	80	Cross River	Mobile SIM Card	Female	1	Poor	28	1.5GB 2-Day Plan	 ?600 	13	" ?7,800 "	107.51	No	
CUST0175	Tamuno Patton	2/25/25	80	Cross River	Broadband MiFi	Female	1	Poor	28	120GB Monthly Broadband Plan	" ?24,000 "	3	" ?72,000 "	127.04	No	
CUST0176	Maryam Martinez	1/25/25	71	Imo	Broadband MiFi	Male	4	Very Good	16	30GB Monthly Broadband Plan	" ?9,000 "	5	" ?45,000 "	3.03	Yes	Relocation
CUST0176	Maryam Martinez	1/25/25	71	Imo	4G Router	Male	4	Very Good	16	65GB Monthly Plan	" ?16,000 "	12	" ?192,000 "	33.18	Yes	Relocation
CUST0176	Maryam Martinez	1/25/25	71	Imo	Mobile SIM Card	Male	4	Very Good	16	16.5GB+10mins Monthly Plan	" ?6,500 "	9	" ?58,500 "	103.69	Yes	Relocation
CUST0177	Amina Johnson	1/25/25	63	Borno	5G Broadband Router	Female	1	Poor	47	150GB FUP Monthly Unlimited	" ?20,000 "	19	" ?380,000 "	52.96	No	
CUST0177	Amina Johnson	1/25/25	63	Borno	Mobile SIM Card	Female	1	Poor	47	3.2GB 2-Day Plan	" ?1,000 "	17	" ?17,000 "	99.48	No	
CUST0178	Ejiro Johnson	2/25/25	23	Yobe	Broadband MiFi	Male	3	Good	24	30GB Monthly Broadband Plan	" ?9,000 "	1	" ?9,000 "	171.81	No	
CUST0178	Ejiro Johnson	2/25/25	23	Yobe	Mobile SIM Card	Male	3	Good	24	500MB Daily Plan	 ?350 	12	" ?4,200 "	9.67	No	
CUST0178	Ejiro Johnson	2/25/25	23	Yobe	5G Broadband Router	Male	3	Good	24	450GB 3-Month Broadband Plan	" ?75,000 "	6	" ?450,000 "	184.09	No	
CUST0179	Bola Curtis	2/25/25	69	Osun	5G Broadband Router	Female	3	Good	16	300GB FUP Monthly Unlimited	" ?30,000 "	17	" ?510,000 "	45.03	Yes	Poor Network
CUST0179	Bola Curtis	2/25/25	69	Osun	Broadband MiFi	Female	3	Good	16	30GB Monthly Broadband Plan	" ?9,000 "	3	" ?27,000 "	190.84	Yes	Poor Network
CUST0179	Bola Curtis	2/25/25	69	Osun	Mobile SIM Card	Female	3	Good	16	12.5GB Monthly Plan	" ?5,500 "	10	" ?55,000 "	173.27	Yes	Poor Network
CUST0180	Ese Haley	2/25/25	27	Sokoto	Mobile SIM Card	Male	3	Good	24	25GB Monthly Plan	" ?9,000 "	16	" ?144,000 "	118.54	No	
CUST0180	Ese Haley	2/25/25	27	Sokoto	Mobile SIM Card	Male	3	Good	24	500MB Daily Plan	 ?350 	18	" ?6,300 "	146.63	No	
CUST0181	Halima Walker	2/25/25	35	Lagos	Broadband MiFi	Female	5	Excellent	2	60GB Monthly Broadband Plan	" ?14,500 "	10	" ?145,000 "	169.88	No	
CUST0181	Halima Walker	2/25/25	35	Lagos	4G Router	Female	5	Excellent	2	65GB Monthly Plan	" ?16,000 "	8	" ?128,000 "	41.44	No	
CUST0181	Halima Walker	2/25/25	35	Lagos	Mobile SIM Card	Female	5	Excellent	2	20GB Monthly Plan	" ?7,500 "	2	" ?15,000 "	98.66	No	
CUST0182	Obinna Mills	2/25/25	51	Katsina	Mobile SIM Card	Male	5	Excellent	59	3.2GB 2-Day Plan	" ?1,000 "	17	" ?17,000 "	116.36	No	
CUST0182	Obinna Mills	2/25/25	51	Katsina	5G Broadband Router	Male	5	Excellent	59	300GB FUP Monthly Unlimited	" ?30,000 "	13	" ?390,000 "	127.62	No	
CUST0183	Kunle Shaw	3/25/25	23	Kwara	5G Broadband Router	Male	3	Good	16	1.5TB Yearly Broadband Plan	" ?150,000 "	3	" ?450,000 "	54.76	No	
CUST0183	Kunle Shaw	3/25/25	23	Kwara	4G Router	Male	3	Good	16	10GB+10mins Monthly Plan	" ?4,500 "	19	" ?85,500 "	27.65	No	
CUST0184	Ngozi Webb	2/25/25	35	Anambra	5G Broadband Router	Male	3	Good	29	120GB Monthly Broadband Plan	" ?24,000 "	4	" ?96,000 "	92.94	No	
CUST0184	Ngozi Webb	2/25/25	35	Anambra	Broadband MiFi	Male	3	Good	29	30GB Monthly Broadband Plan	" ?9,000 "	10	" ?90,000 "	31.94	No	
CUST0184	Ngozi Webb	2/25/25	35	Anambra	Mobile SIM Card	Male	3	Good	29	65GB Monthly Plan	" ?16,000 "	11	" ?176,000 "	43.4	No	
CUST0185	Obinna Young	1/25/25	27	Imo	Mobile SIM Card	Female	3	Good	26	12.5GB Monthly Plan	" ?5,500 "	18	" ?99,000 "	111.41	Yes	Poor Customer Service
CUST0186	Halima Harrison	2/25/25	28	Sokoto	4G Router	Male	1	Poor	52	10GB+10mins Monthly Plan	" ?4,500 "	12	" ?54,000 "	164.82	Yes	Better Offers from Competitors
CUST0187	Chinedu Brown	2/25/25	49	Kaduna	5G Broadband Router	Male	4	Very Good	5	150GB FUP Monthly Unlimited	" ?20,000 "	15	" ?300,000 "	9.02	No	
CUST0188	Sade Cruz	1/25/25	37	Kwara	5G Broadband Router	Female	4	Very Good	32	60GB Monthly Broadband Plan	" ?14,500 "	9	" ?130,500 "	181.71	No	
CUST0189	Zainab Mcguire	2/25/25	73	Plateau	Mobile SIM Card	Male	3	Good	40	1GB+1.5mins Daily Plan	 ?500 	14	" ?7,000 "	76.91	No	
CUST0189	Zainab Mcguire	2/25/25	73	Plateau	Broadband MiFi	Male	3	Good	40	150GB FUP Monthly Unlimited	" ?20,000 "	17	" ?340,000 "	128.71	No	
CUST0189	Zainab Mcguire	2/25/25	73	Plateau	5G Broadband Router	Male	3	Good	40	60GB Monthly Broadband Plan	" ?14,500 "	18	" ?261,000 "	126.34	No	
CUST0190	Funke Thomas	2/25/25	64	Ekiti	5G Broadband Router	Female	3	Good	35	300GB FUP Monthly Unlimited	" ?30,000 "	20	" ?600,000 "	5.7	No	
CUST0190	Funke Thomas	2/25/25	64	Ekiti	4G Router	Female	3	Good	35	10GB+10mins Monthly Plan	" ?4,500 "	9	" ?40,500 "	6.35	No	
CUST0190	Funke Thomas	2/25/25	64	Ekiti	Mobile SIM Card	Female	3	Good	35	2.5GB 2-Day Plan	 ?900 	16	" ?14,400 "	161.83	No	
CUST0191	Sarah Meyer	2/25/25	61	Osun	Broadband MiFi	Male	2	Fair	7	300GB FUP Monthly Unlimited	" ?30,000 "	6	" ?180,000 "	187.07	Yes	Better Offers from Competitors
CUST0191	Sarah Meyer	2/25/25	61	Osun	Mobile SIM Card	Male	2	Fair	7	1.5GB 2-Day Plan	 ?600 	11	" ?6,600 "	47.69	Yes	Better Offers from Competitors
CUST0191	Sarah Meyer	2/25/25	61	Osun	4G Router	Male	2	Fair	7	25GB Monthly Plan	" ?9,000 "	1	" ?9,000 "	182.84	Yes	Better Offers from Competitors
CUST0192	Oghene Schroeder	3/25/25	34	Benue	Broadband MiFi	Female	2	Fair	35	150GB FUP Monthly Unlimited	" ?20,000 "	1	" ?20,000 "	120.53	No	
CUST0193	Sarah Thomas	2/25/25	77	Lagos	5G Broadband Router	Female	2	Fair	59	30GB Monthly Broadband Plan	" ?9,000 "	19	" ?171,000 "	4.87	No	
CUST0194	Obinna Dunn	3/25/25	30	Bauchi	5G Broadband Router	Female	4	Very Good	5	300GB FUP Monthly Unlimited	" ?30,000 "	14	" ?420,000 "	195.18	No	
CUST0194	Obinna Dunn	3/25/25	30	Bauchi	4G Router	Female	4	Very Good	5	165GB Monthly Plan	" ?35,000 "	6	" ?210,000 "	130.01	No	
CUST0195	Oghene Munoz	3/25/25	44	Enugu	Mobile SIM Card	Female	2	Fair	20	1.5GB 2-Day Plan	 ?600 	20	" ?12,000 "	120.68	Yes	Poor Network
CUST0195	Oghene Munoz	3/25/25	44	Enugu	5G Broadband Router	Female	2	Fair	20	60GB Monthly Broadband Plan	" ?14,500 "	4	" ?58,000 "	128.11	Yes	Poor Network
CUST0195	Oghene Munoz	3/25/25	44	Enugu	Broadband MiFi	Female	2	Fair	20	60GB Monthly Broadband Plan	" ?14,500 "	3	" ?43,500 "	28.56	Yes	Poor Network
CUST0196	Halima Burns	1/25/25	60	Niger	4G Router	Male	3	Good	41	65GB Monthly Plan	" ?16,000 "	4	" ?64,000 "	70.42	No	
CUST0196	Halima Burns	1/25/25	60	Niger	Broadband MiFi	Male	3	Good	41	30GB Monthly Broadband Plan	" ?9,000 "	15	" ?135,000 "	10.11	No	
CUST0197	Ibim Murphy	2/25/25	37	Kogi	Mobile SIM Card	Female	3	Good	57	500MB Daily Plan	 ?350 	3	" ?1,050 "	32.95	No	
CUST0198	Bola Potter	1/25/25	53	Kano	4G Router	Female	1	Poor	17	65GB Monthly Plan	" ?16,000 "	3	" ?48,000 "	109.64	No	
CUST0198	Bola Potter	1/25/25	53	Kano	5G Broadband Router	Female	1	Poor	17	200GB Monthly Broadband Plan	" ?25,000 "	20	" ?500,000 "	119.01	No	
CUST0199	John Morales	2/25/25	19	Kwara	4G Router	Male	2	Fair	39	10GB+10mins Monthly Plan	" ?4,500 "	18	" ?81,000 "	139.59	Yes	Costly Data Plans
CUST0200	Saidu Tucker	1/25/25	52	Abia	4G Router	Male	4	Very Good	7	25GB Monthly Plan	" ?9,000 "	3	" ?27,000 "	1.26	No	
CUST0200	Saidu Tucker	1/25/25	52	Abia	Broadband MiFi	Male	4	Very Good	7	300GB FUP Monthly Unlimited	" ?30,000 "	20	" ?600,000 "	164.87	No	
CUST0201	John Mcgrath	2/25/25	41	Anambra	Broadband MiFi	Male	3	Good	14	60GB Monthly Broadband Plan	" ?14,500 "	9	" ?130,500 "	94.45	No	
CUST0201	John Mcgrath	2/25/25	41	Anambra	4G Router	Male	3	Good	14	65GB Monthly Plan	" ?16,000 "	13	" ?208,000 "	128.55	No	
CUST0202	Shehu Hays	2/25/25	63	Jigawa	4G Router	Female	1	Poor	12	65GB Monthly Plan	" ?16,000 "	4	" ?64,000 "	30.65	Yes	Fast Data Consumption
CUST0202	Shehu Hays	2/25/25	63	Jigawa	Mobile SIM Card	Female	1	Poor	12	3.2GB 2-Day Plan	" ?1,000 "	18	" ?18,000 "	133.79	Yes	Fast Data Consumption
CUST0203	Ibim Castro	2/25/25	45	Oyo	4G Router	Female	5	Excellent	53	25GB Monthly Plan	" ?9,000 "	2	" ?18,000 "	16.25	No	
CUST0203	Ibim Castro	2/25/25	45	Oyo	Mobile SIM Card	Female	5	Excellent	53	16.5GB+10mins Monthly Plan	" ?6,500 "	17	" ?110,500 "	114.46	No	
CUST0204	Obinna Patterson	2/25/25	31	Nasarawa	Mobile SIM Card	Male	2	Fair	11	500MB Daily Plan	 ?350 	5	" ?1,750 "	199.46	Yes	Fast Data Consumption
CUST0205	Saidu Munoz	2/25/25	56	Kaduna	Mobile SIM Card	Male	5	Excellent	25	16.5GB+10mins Monthly Plan	" ?6,500 "	4	" ?26,000 "	156.45	No	
CUST0205	Saidu Munoz	2/25/25	56	Kaduna	Broadband MiFi	Male	5	Excellent	25	60GB Monthly Broadband Plan	" ?14,500 "	19	" ?275,500 "	30.35	No	
CUST0206	Ngozi Wood	3/25/25	29	Anambra	Mobile SIM Card	Female	4	Very Good	56	1.5GB 2-Day Plan	 ?600 	5	" ?3,000 "	55.45	Yes	High Call Tarriffs
CUST0206	Ngozi Wood	3/25/25	29	Anambra	Broadband MiFi	Female	4	Very Good	56	120GB Monthly Broadband Plan	" ?24,000 "	13	" ?312,000 "	121.93	Yes	High Call Tarriffs
CUST0207	Bola Miller	2/25/25	66	Bayelsa	5G Broadband Router	Male	3	Good	4	120GB Monthly Broadband Plan	" ?24,000 "	16	" ?384,000 "	62.53	No	
CUST0208	Ngozi Acevedo	2/25/25	45	Borno	Broadband MiFi	Female	3	Good	48	150GB FUP Monthly Unlimited	" ?20,000 "	14	" ?280,000 "	182.73	Yes	Fast Data Consumption
CUST0208	Ngozi Acevedo	2/25/25	45	Borno	Mobile SIM Card	Female	3	Good	48	12.5GB Monthly Plan	" ?5,500 "	12	" ?66,000 "	152.02	Yes	Fast Data Consumption
CUST0208	Ngozi Acevedo	2/25/25	45	Borno	4G Router	Female	3	Good	48	65GB Monthly Plan	" ?16,000 "	6	" ?96,000 "	103.3	Yes	Fast Data Consumption
CUST0209	Kunle Bird	1/25/25	55	Zamfara	Broadband MiFi	Female	2	Fair	9	150GB FUP Monthly Unlimited	" ?20,000 "	2	" ?40,000 "	7.1	Yes	Better Offers from Competitors
CUST0210	Ejiro Gill	2/25/25	41	Akwa Ibom	Broadband MiFi	Female	5	Excellent	53	150GB FUP Monthly Unlimited	" ?20,000 "	20	" ?400,000 "	74.81	No	
CUST0211	Alabo Clay	2/25/25	38	Taraba	Broadband MiFi	Female	3	Good	23	60GB Monthly Broadband Plan	" ?14,500 "	19	" ?275,500 "	10.41	No	
CUST0211	Alabo Clay	2/25/25	38	Taraba	Mobile SIM Card	Female	3	Good	23	10GB+10mins Monthly Plan	" ?4,500 "	8	" ?36,000 "	171.49	No	
CUST0211	Alabo Clay	2/25/25	38	Taraba	Mobile SIM Card	Female	3	Good	23	500MB Daily Plan	 ?350 	14	" ?4,900 "	54.18	No	
CUST0212	Michael Williams	2/25/25	18	Lagos	4G Router	Female	2	Fair	59	10GB+10mins Monthly Plan	" ?4,500 "	10	" ?45,000 "	121.86	No	
CUST0213	Zainab Clark	3/25/25	70	Jigawa	Mobile SIM Card	Female	2	Fair	30	2.5GB 2-Day Plan	 ?900 	12	" ?10,800 "	102.55	No	
CUST0213	Zainab Clark	3/25/25	70	Jigawa	5G Broadband Router	Female	2	Fair	30	120GB Monthly Broadband Plan	" ?24,000 "	4	" ?96,000 "	60.05	No	
CUST0213	Zainab Clark	3/25/25	70	Jigawa	Broadband MiFi	Female	2	Fair	30	60GB Monthly Broadband Plan	" ?14,500 "	9	" ?130,500 "	13.24	No	
CUST0214	Ese Cooper	2/25/25	51	Edo	Mobile SIM Card	Female	5	Excellent	13	7GB Monthly Plan	" ?3,500 "	1	" ?3,500 "	136.31	No	
CUST0215	Grace Figueroa	2/25/25	53	Edo	Mobile SIM Card	Female	1	Poor	26	165GB Monthly Plan	" ?35,000 "	12	" ?420,000 "	181.35	No	
CUST0215	Grace Figueroa	2/25/25	53	Edo	Mobile SIM Card	Female	1	Poor	26	16.5GB+10mins Monthly Plan	" ?6,500 "	6	" ?39,000 "	60.39	No	
CUST0215	Grace Figueroa	2/25/25	53	Edo	Broadband MiFi	Female	1	Poor	26	120GB Monthly Broadband Plan	" ?24,000 "	4	" ?96,000 "	36.64	No	
CUST0216	John Erickson	3/25/25	32	Edo	5G Broadband Router	Male	1	Poor	44	200GB Monthly Broadband Plan	" ?25,000 "	10	" ?250,000 "	52.48	Yes	Poor Customer Service
CUST0216	John Erickson	3/25/25	32	Edo	4G Router	Male	1	Poor	44	165GB Monthly Plan	" ?35,000 "	16	" ?560,000 "	170.32	Yes	Poor Customer Service
CUST0216	John Erickson	3/25/25	32	Edo	Mobile SIM Card	Male	1	Poor	44	2.5GB 2-Day Plan	 ?900 	19	" ?17,100 "	173.35	Yes	Poor Customer Service
CUST0217	Kunle Collins	2/25/25	76	Benue	4G Router	Male	5	Excellent	56	10GB+10mins Monthly Plan	" ?4,500 "	19	" ?85,500 "	68.86	Yes	Poor Network
CUST0218	Zina Dawson	1/25/25	34	Niger	5G Broadband Router	Male	4	Very Good	50	30GB Monthly Broadband Plan	" ?9,000 "	9	" ?81,000 "	1.44	No	
CUST0219	Fatima Scott	1/25/25	37	Abuja (FCT)	Mobile SIM Card	Female	2	Fair	51	12.5GB Monthly Plan	" ?5,500 "	2	" ?11,000 "	76.97	No	
CUST0219	Fatima Scott	1/25/25	37	Abuja (FCT)	4G Router	Female	2	Fair	51	10GB+10mins Monthly Plan	" ?4,500 "	1	" ?4,500 "	146.27	No	
CUST0219	Fatima Scott	1/25/25	37	Abuja (FCT)	5G Broadband Router	Female	2	Fair	51	200GB Monthly Broadband Plan	" ?25,000 "	17	" ?425,000 "	151.49	No	
CUST0220	Bala Smith	3/25/25	18	Lagos	Mobile SIM Card	Male	3	Good	15	2.5GB 2-Day Plan	 ?900 	10	" ?9,000 "	59.99	Yes	Fast Data Consumption
CUST0221	Zina Cochran	2/25/25	59	Kwara	Mobile SIM Card	Male	3	Good	22	2.5GB 2-Day Plan	 ?900 	5	" ?4,500 "	46.07	No	
CUST0222	Fatima Carpenter	3/25/25	18	Zamfara	Mobile SIM Card	Male	1	Poor	8	2.5GB 2-Day Plan	 ?900 	1	 ?900 	132.56	No	
CUST0223	Sade Howell	1/25/25	30	Kogi	Mobile SIM Card	Female	5	Excellent	25	65GB Monthly Plan	" ?16,000 "	4	" ?64,000 "	60.57	Yes	High Call Tarriffs
CUST0224	Sarah Stevens	1/25/25	50	Borno	5G Broadband Router	Female	5	Excellent	54	150GB FUP Monthly Unlimited	" ?20,000 "	16	" ?320,000 "	157.06	No	
CUST0225	Bala Cummings	2/25/25	41	Edo	Mobile SIM Card	Male	3	Good	23	165GB Monthly Plan	" ?35,000 "	1	" ?35,000 "	66.46	Yes	Relocation
CUST0225	Bala Cummings	2/25/25	41	Edo	5G Broadband Router	Male	3	Good	23	30GB Monthly Broadband Plan	" ?9,000 "	4	" ?36,000 "	134.49	Yes	Relocation
CUST0226	Grace Carter	1/25/25	35	Katsina	5G Broadband Router	Male	3	Good	47	1.5TB Yearly Broadband Plan	" ?150,000 "	6	" ?900,000 "	10.49	No	
CUST0226	Grace Carter	1/25/25	35	Katsina	4G Router	Male	3	Good	47	65GB Monthly Plan	" ?16,000 "	12	" ?192,000 "	170.52	No	
CUST0227	Ese Stewart	1/25/25	70	Delta	4G Router	Male	1	Poor	55	165GB Monthly Plan	" ?35,000 "	9	" ?315,000 "	191.04	No	
CUST0227	Ese Stewart	1/25/25	70	Delta	Mobile SIM Card	Male	1	Poor	55	3.2GB 2-Day Plan	" ?1,000 "	11	" ?11,000 "	74.84	No	
CUST0227	Ese Stewart	1/25/25	70	Delta	5G Broadband Router	Male	1	Poor	55	300GB FUP Monthly Unlimited	" ?30,000 "	13	" ?390,000 "	23.21	No	
CUST0228	Zina Fuller	2/25/25	50	Jigawa	Broadband MiFi	Female	2	Fair	52	60GB Monthly Broadband Plan	" ?14,500 "	16	" ?232,000 "	182.29	Yes	High Call Tarriffs
CUST0228	Zina Fuller	2/25/25	50	Jigawa	Mobile SIM Card	Female	2	Fair	52	12.5GB Monthly Plan	" ?5,500 "	13	" ?71,500 "	36.66	Yes	High Call Tarriffs
CUST0228	Zina Fuller	2/25/25	50	Jigawa	5G Broadband Router	Female	2	Fair	52	200GB Monthly Broadband Plan	" ?25,000 "	5	" ?125,000 "	122.47	Yes	High Call Tarriffs
CUST0229	John Edwards	1/25/25	78	Delta	Mobile SIM Card	Female	1	Poor	29	25GB Monthly Plan	" ?9,000 "	20	" ?180,000 "	104.06	Yes	Costly Data Plans
CUST0230	Ngozi Pierce	2/25/25	71	Imo	Broadband MiFi	Female	2	Fair	23	120GB Monthly Broadband Plan	" ?24,000 "	16	" ?384,000 "	169.84	No	
CUST0230	Ngozi Pierce	2/25/25	71	Imo	Mobile SIM Card	Female	2	Fair	23	1.5GB 2-Day Plan	 ?600 	16	" ?9,600 "	15.44	No	
CUST0230	Ngozi Pierce	2/25/25	71	Imo	5G Broadband Router	Female	2	Fair	23	200GB Monthly Broadband Plan	" ?25,000 "	9	" ?225,000 "	48.56	No	
CUST0231	Sade Smith	2/25/25	80	Osun	Mobile SIM Card	Female	1	Poor	26	12.5GB Monthly Plan	" ?5,500 "	16	" ?88,000 "	63.55	No	
CUST0231	Sade Smith	2/25/25	80	Osun	Broadband MiFi	Female	1	Poor	26	30GB Monthly Broadband Plan	" ?9,000 "	14	" ?126,000 "	20.98	No	
CUST0231	Sade Smith	2/25/25	80	Osun	Mobile SIM Card	Female	1	Poor	26	65GB Monthly Plan	" ?16,000 "	1	" ?16,000 "	111.65	No	
CUST0232	Chinedu Hughes	2/25/25	54	Zamfara	4G Router	Male	3	Good	42	165GB Monthly Plan	" ?35,000 "	20	" ?700,000 "	66.73	No	
CUST0233	John Benjamin	2/25/25	62	Nasarawa	5G Broadband Router	Male	1	Poor	7	150GB FUP Monthly Unlimited	" ?20,000 "	6	" ?120,000 "	9.63	No	
CUST0233	John Benjamin	2/25/25	62	Nasarawa	Mobile SIM Card	Male	1	Poor	7	12.5GB Monthly Plan	" ?5,500 "	14	" ?77,000 "	28.52	No	
CUST0233	John Benjamin	2/25/25	62	Nasarawa	4G Router	Male	1	Poor	7	65GB Monthly Plan	" ?16,000 "	7	" ?112,000 "	51.23	No	
CUST0234	Bala Hardin	2/25/25	31	Kebbi	Broadband MiFi	Male	3	Good	30	60GB Monthly Broadband Plan	" ?14,500 "	19	" ?275,500 "	91.75	Yes	Fast Data Consumption
CUST0235	Michael Savage	1/25/25	33	Yobe	Mobile SIM Card	Male	5	Excellent	34	1.5GB 2-Day Plan	 ?600 	5	" ?3,000 "	146.23	No	
CUST0235	Michael Savage	1/25/25	33	Yobe	5G Broadband Router	Male	5	Excellent	34	150GB FUP Monthly Unlimited	" ?20,000 "	20	" ?400,000 "	77.79	No	
